,fips,province_state,country_region,confirmed,deaths,recovered,active,date,positive,negative,hospitalized,hospitalizedcurrently,hospitalizeddischarged
22484,,,Costa Rica,951.0,10.0,628.0,313.0,20210119,289939,,,1066.0,
22485,,,Cote d'Ivoire,2423.0,30.0,1257.0,1136.0,20210119,289939,,,1066.0,
22486,,,Croatia,2244.0,100.0,2035.0,109.0,20210119,289939,,,1066.0,
22487,,,Cuba,1947.0,82.0,1704.0,161.0,20210119,289939,,,1066.0,
22488,,,Cyprus,937.0,17.0,594.0,326.0,20210119,289939,,,1066.0,
22489,,,Czechia,9002.0,317.0,6182.0,2503.0,20210119,289939,,,1066.0,
22490,,,Denmark,11387.0,563.0,9964.0,860.0,20210119,289939,,,1066.0,
22491,,,Diamond Princess,712.0,13.0,651.0,48.0,20210119,289939,,,1066.0,
22492,,,Djibouti,2468.0,14.0,1079.0,1375.0,20210119,289939,,,1066.0,
22493,,,Dominica,16.0,0.0,16.0,0.0,20210119,289939,,,1066.0,
22494,,,Dominican Republic,15073.0,460.0,8285.0,6328.0,20210119,289939,,,1066.0,
22495,,,Ecuador,37355.0,3203.0,18003.0,16149.0,20210119,289939,,,1066.0,
22496,,,Egypt,17967.0,783.0,4900.0,12284.0,20210119,289939,,,1066.0,
22497,,,El Salvador,1983.0,35.0,772.0,1176.0,20210119,289939,,,1066.0,
22498,,,Equatorial Guinea,1043.0,12.0,165.0,866.0,20210119,289939,,,1066.0,
22499,,,Eritrea,39.0,0.0,39.0,0.0,20210119,289939,,,1066.0,
22500,,,Estonia,1824.0,65.0,1538.0,221.0,20210119,289939,,,1066.0,
22501,,,Eswatini,256.0,2.0,158.0,96.0,20210119,289939,,,1066.0,
22502,,,Ethiopia,655.0,5.0,159.0,491.0,20210119,289939,,,1066.0,
22503,,,Fiji,18.0,0.0,15.0,3.0,20210119,289939,,,1066.0,
22504,,,Finland,6599.0,308.0,5100.0,1191.0,20210119,289939,,,1066.0,
22505,,,Gabon,2135.0,14.0,562.0,1559.0,20210119,289939,,,1066.0,
22506,,,Gambia,25.0,1.0,17.0,7.0,20210119,289939,,,1066.0,
22507,,,Georgia,731.0,12.0,526.0,193.0,20210119,289939,,,1066.0,
22508,,,Ghana,6808.0,32.0,2070.0,4706.0,20210119,289939,,,1066.0,
22509,,,Greece,2882.0,172.0,1374.0,1336.0,20210119,289939,,,1066.0,
22510,,,Grenada,23.0,0.0,18.0,5.0,20210119,289939,,,1066.0,
22511,,,Guatemala,3760.0,59.0,274.0,3427.0,20210119,289939,,,1066.0,
22512,,,Guinea,3275.0,20.0,1673.0,1582.0,20210119,289939,,,1066.0,
22513,,,Guinea-Bissau,1178.0,7.0,42.0,1129.0,20210119,289939,,,1066.0,
22514,,,Guyana,137.0,11.0,62.0,64.0,20210119,289939,,,1066.0,
22515,,,Haiti,958.0,27.0,22.0,909.0,20210119,289939,,,1066.0,
22516,,,Vatican City,12.0,0.0,2.0,10.0,20210119,289939,,,1066.0,
22517,,,Honduras,4189.0,182.0,473.0,3534.0,20210119,289939,,,1066.0,
22518,,,Hungary,3756.0,491.0,1711.0,1554.0,20210119,289939,,,1066.0,
22519,,,Iceland,1804.0,10.0,1791.0,3.0,20210119,289939,,,1066.0,
22520,,,India,144950.0,4172.0,60706.0,80072.0,20210119,289939,,,1066.0,
22521,,,Indonesia,22750.0,1391.0,5642.0,15717.0,20210119,289939,,,1066.0,
22522,,,Iran,137724.0,7451.0,107713.0,22560.0,20210119,289939,,,1066.0,
22523,,,Iraq,4632.0,163.0,2811.0,1658.0,20210119,289939,,,1066.0,
22524,,,Ireland,24698.0,1606.0,21060.0,2032.0,20210119,289939,,,1066.0,
22525,,,Israel,16734.0,281.0,14307.0,2146.0,20210119,289939,,,1066.0,
22526,,,Jamaica,556.0,9.0,238.0,309.0,20210119,289939,,,1066.0,
22527,,,Japan,16581.0,830.0,13612.0,2139.0,20210119,289939,,,1066.0,
22528,,,Jordan,711.0,9.0,479.0,223.0,20210119,289939,,,1066.0,
22529,,,Kazakhstan,8969.0,35.0,4515.0,4419.0,20210119,289939,,,1066.0,
22530,,,Kenya,1286.0,52.0,402.0,832.0,20210119,289939,,,1066.0,
22531,,,South Korea,11225.0,269.0,10275.0,681.0,20210119,289939,,,1066.0,
22532,,,Kosovo,1038.0,30.0,791.0,217.0,20210119,289939,,,1066.0,
22533,,,Kuwait,21967.0,165.0,6621.0,15181.0,20210119,289939,,,1066.0,
22534,,,Kyrgyzstan,1433.0,16.0,992.0,425.0,20210119,289939,,,1066.0,
22535,,,Laos,19.0,0.0,14.0,5.0,20210119,289939,,,1066.0,
22536,,,Latvia,1049.0,22.0,712.0,315.0,20210119,289939,,,1066.0,
22537,,,Lebanon,1119.0,26.0,688.0,405.0,20210119,289939,,,1066.0,
22538,,,Lesotho,2.0,0.0,0.0,2.0,20210119,289939,,,1066.0,
22539,,,Liberia,265.0,26.0,141.0,98.0,20210119,289939,,,1066.0,
22540,,,Libya,75.0,3.0,40.0,32.0,20210119,289939,,,1066.0,
22541,,,Liechtenstein,82.0,1.0,55.0,26.0,20210119,289939,,,1066.0,
22542,,,Lithuania,1635.0,63.0,1138.0,434.0,20210119,289939,,,1066.0,
22543,,,Luxembourg,3993.0,110.0,3781.0,102.0,20210119,289939,,,1066.0,
22544,,,MS Zaandam,9.0,2.0,0.0,7.0,20210119,289939,,,1066.0,
22545,,,Madagascar,542.0,2.0,147.0,393.0,20210119,289939,,,1066.0,
22546,,,Malawi,101.0,4.0,33.0,64.0,20210119,289939,,,1066.0,
22547,,,Malaysia,7417.0,115.0,5979.0,1323.0,20210119,289939,,,1066.0,
22548,,,Maldives,1395.0,4.0,155.0,1236.0,20210119,289939,,,1066.0,
22549,,,Mali,1059.0,67.0,604.0,388.0,20210119,289939,,,1066.0,
22550,,,Malta,611.0,6.0,485.0,120.0,20210119,289939,,,1066.0,
22551,,,Mauritania,262.0,9.0,15.0,238.0,20210119,289939,,,1066.0,
22552,,,Mauritius,334.0,10.0,322.0,2.0,20210119,289939,,,1066.0,
22553,,,Moldova,7147.0,261.0,3802.0,3084.0,20210119,289939,,,1066.0,
22554,,,Monaco,98.0,4.0,90.0,4.0,20210119,289939,,,1066.0,
22555,,,Mongolia,141.0,0.0,33.0,108.0,20210119,289939,,,1066.0,
22556,,,Montenegro,324.0,9.0,315.0,0.0,20210119,289939,,,1066.0,
22557,,,Morocco,7532.0,200.0,4774.0,2558.0,20210119,289939,,,1066.0,
22558,,,Mozambique,209.0,1.0,71.0,137.0,20210119,289939,,,1066.0,
22559,,,Namibia,21.0,0.0,14.0,7.0,20210119,289939,,,1066.0,
22560,,,Nepal,682.0,4.0,112.0,566.0,20210119,289939,,,1066.0,
22561,,,Netherlands,45445.0,5830.0,0.0,39615.0,20210119,289939,,,1066.0,
22562,,,New Zealand,1504.0,21.0,1461.0,22.0,20210119,289939,,,1066.0,
22563,,,Nicaragua,279.0,17.0,199.0,63.0,20210119,289939,,,1066.0,
22564,,,Niger,951.0,62.0,786.0,103.0,20210119,289939,,,1066.0,
22565,,,Nigeria,8068.0,233.0,2311.0,5524.0,20210119,289939,,,1066.0,
22566,,,North Macedonia,1999.0,113.0,1439.0,447.0,20210119,289939,,,1066.0,
22567,,,Norway,8364.0,235.0,7727.0,402.0,20210119,289939,,,1066.0,
22568,,,Oman,7770.0,37.0,1933.0,5800.0,20210119,289939,,,1066.0,
22569,,,Pakistan,56349.0,1167.0,17482.0,37700.0,20210119,289939,,,1066.0,
22570,,,Panama,11183.0,310.0,6279.0,4594.0,20210119,289939,,,1066.0,
22571,,,Papua New Guinea,8.0,0.0,8.0,0.0,20210119,289939,,,1066.0,
22572,,,Paraguay,865.0,11.0,344.0,510.0,20210119,289939,,,1066.0,
22573,,,Peru,123979.0,3629.0,50949.0,69401.0,20210119,289939,,,1066.0,
22574,,,Philippines,14319.0,873.0,3323.0,10123.0,20210119,289939,,,1066.0,
22575,,,Poland,21631.0,1007.0,9276.0,11348.0,20210119,289939,,,1066.0,
22576,,,Portugal,30788.0,1330.0,17822.0,11636.0,20210119,289939,,,1066.0,
22577,,,Qatar,45465.0,26.0,10363.0,35076.0,20210119,289939,,,1066.0,
22578,,,Romania,18283.0,1205.0,11630.0,5448.0,20210119,289939,,,1066.0,
22579,,,Russia,353427.0,3633.0,118798.0,230996.0,20210119,289939,,,1066.0,
22580,,,Rwanda,336.0,0.0,238.0,98.0,20210119,289939,,,1066.0,
22581,,,Saint Kitts and Nevis,15.0,0.0,15.0,0.0,20210119,289939,,,1066.0,
22582,,,Saint Lucia,18.0,0.0,18.0,0.0,20210119,289939,,,1066.0,
22583,,,Saint Vincent and the Grenadines,18.0,0.0,14.0,4.0,20210119,289939,,,1066.0,
22584,,,San Marino,666.0,42.0,270.0,354.0,20210119,289939,,,1066.0,
22585,,,Sao Tome and Principe,299.0,11.0,4.0,284.0,20210119,289939,,,1066.0,
22586,,,Saudi Arabia,74795.0,399.0,45668.0,28728.0,20210119,289939,,,1066.0,
22587,,,Senegal,3130.0,35.0,1515.0,1580.0,20210119,289939,,,1066.0,
22588,,,Serbia,11193.0,239.0,5920.0,5034.0,20210119,289939,,,1066.0,
22589,,,Seychelles,11.0,0.0,11.0,0.0,20210119,289939,,,1066.0,
22590,,,Sierra Leone,735.0,42.0,293.0,400.0,20210119,289939,,,1066.0,
22591,,,Singapore,31960.0,23.0,15738.0,16199.0,20210119,289939,,,1066.0,
22592,,,Slovakia,1511.0,28.0,1307.0,176.0,20210119,289939,,,1066.0,
22593,,,Slovenia,1469.0,107.0,1346.0,16.0,20210119,289939,,,1066.0,
22594,,,Somalia,1689.0,66.0,235.0,1388.0,20210119,289939,,,1066.0,
22595,,,South Africa,23615.0,481.0,11917.0,11217.0,20210119,289939,,,1066.0,
22596,,,South Sudan,806.0,8.0,6.0,792.0,20210119,289939,,,1066.0,
22597,,,Sri Lanka,1182.0,10.0,695.0,477.0,20210119,289939,,,1066.0,
22598,,,Sudan,3976.0,170.0,503.0,3303.0,20210119,289939,,,1066.0,
22599,,,Suriname,11.0,1.0,9.0,1.0,20210119,289939,,,1066.0,
22600,,,Sweden,33843.0,4029.0,4971.0,24843.0,20210119,289939,,,1066.0,
22601,,,Switzerland,30746.0,1913.0,28200.0,633.0,20210119,289939,,,1066.0,
22602,,,Syria,106.0,4.0,41.0,61.0,20210119,289939,,,1066.0,
22603,,,Taiwan*,441.0,7.0,415.0,19.0,20210119,289939,,,1066.0,
22604,,,Tajikistan,3100.0,46.0,1395.0,1659.0,20210119,289939,,,1066.0,
22605,,,Tanzania,509.0,21.0,183.0,305.0,20210119,289939,,,1066.0,
22606,,,Thailand,3042.0,57.0,2928.0,57.0,20210119,289939,,,1066.0,
22607,,,Timor-Leste,24.0,0.0,24.0,0.0,20210119,289939,,,1066.0,
22608,,,Togo,386.0,13.0,161.0,212.0,20210119,289939,,,1066.0,
22609,,,Trinidad and Tobago,116.0,8.0,108.0,0.0,20210119,289939,,,1066.0,
22610,,,Tunisia,1051.0,48.0,919.0,84.0,20210119,289939,,,1066.0,
22611,,,Turkey,157814.0,4369.0,120015.0,33430.0,20210119,289939,,,1066.0,
22612,,,Uganda,222.0,0.0,69.0,153.0,20210119,289939,,,1066.0,
22613,,,Ukraine,21245.0,623.0,7234.0,13388.0,20210119,289939,,,1066.0,
22614,,,United Arab Emirates,30307.0,248.0,15657.0,14402.0,20210119,289939,,,1066.0,
22615,,,United Kingdom,261184.0,36914.0,0.0,224270.0,20210119,289939,,,1066.0,
22616,,,Uruguay,787.0,22.0,629.0,136.0,20210119,289939,,,1066.0,
22617,,,Uzbekistan,3189.0,13.0,2607.0,569.0,20210119,289939,,,1066.0,
22618,,,Venezuela,1177.0,10.0,302.0,865.0,20210119,289939,,,1066.0,
22619,,,Vietnam,326.0,0.0,272.0,54.0,20210119,289939,,,1066.0,
22620,,,West Bank and Gaza,423.0,3.0,357.0,63.0,20210119,289939,,,1066.0,
22621,,,Western Sahara,9.0,0.0,6.0,3.0,20210119,289939,,,1066.0,
22622,,,Yemen,233.0,44.0,10.0,179.0,20210119,289939,,,1066.0,
22623,,,Zambia,920.0,7.0,336.0,577.0,20210119,289939,,,1066.0,
22624,,,Zimbabwe,56.0,4.0,25.0,27.0,20210119,289939,,,1066.0,
22625,,Utah,US,105.0,2.0,0.0,103.0,20210119,289939,,,1066.0,
22626,,Utah,US,33.0,0.0,0.0,33.0,20210119,289939,,,1066.0,
22627,,Massachusetts,US,39.0,1.0,0.0,38.0,20210119,289939,,,1066.0,
22628,,Michigan,US,138.0,4.0,0.0,134.0,20210119,289939,,,1066.0,
22629,,Missouri,US,1071.0,25.0,0.0,1046.0,20210119,289939,,,1066.0,
22630,,Michigan,US,3305.0,64.0,0.0,3241.0,20210119,289939,,,1066.0,
22631,,Utah,US,21.0,0.0,0.0,21.0,20210119,289939,,,1066.0,
22632,,Utah,US,20.0,0.0,0.0,20.0,20210119,289939,,,1066.0,
22633,,Utah,US,272.0,4.0,0.0,268.0,20210119,289939,,,1066.0,
22634,,Abruzzo,Italy,3230.0,400.0,1921.0,909.0,20210119,289939,,,1066.0,
22635,,Acre,Brazil,4781.0,105.0,0.0,4676.0,20210119,289939,,,1066.0,
22636,,Aguascalientes,Mexico,676.0,30.0,473.0,173.0,20210119,289939,,,1066.0,
22637,,Alagoas,Brazil,7058.0,354.0,0.0,6704.0,20210119,289939,,,1066.0,
22638,,Alberta,Canada,6901.0,139.0,6048.0,714.0,20210119,289939,,,1066.0,
22639,,Amapa,Brazil,6967.0,173.0,0.0,6794.0,20210119,289939,,,1066.0,
22640,,Amazonas,Brazil,31949.0,1852.0,0.0,30097.0,20210119,289939,,,1066.0,
22641,,Andalusia,Spain,12612.0,1404.0,10671.0,537.0,20210119,289939,,,1066.0,
22642,,Anguilla,United Kingdom,3.0,0.0,3.0,0.0,20210119,289939,,,1066.0,
22643,,Anhui,China,991.0,6.0,985.0,0.0,20210119,289939,,,1066.0,
22644,,Antofagasta,Chile,2063.0,23.0,0.0,2040.0,20210119,289939,,,1066.0,
22645,,Aragon,Spain,5600.0,826.0,3772.0,1002.0,20210119,289939,,,1066.0,
22646,,Araucania,Chile,1883.0,45.0,0.0,1838.0,20210119,289939,,,1066.0,
22647,,Arica y Parinacota,Chile,522.0,7.0,0.0,515.0,20210119,289939,,,1066.0,
22648,,Aruba,Netherlands,101.0,3.0,95.0,3.0,20210119,289939,,,1066.0,
22649,,Asturias,Spain,2399.0,310.0,1063.0,1026.0,20210119,289939,,,1066.0,
22650,,Atacama,Chile,188.0,0.0,0.0,188.0,20210119,289939,,,1066.0,
22651,,Australian Capital Territory,Australia,107.0,3.0,104.0,0.0,20210119,289939,,,1066.0,
22652,,Aysen,Chile,12.0,0.0,0.0,12.0,20210119,289939,,,1066.0,
22653,,Baden-Wurttemberg,Germany,34495.0,1726.0,31400.0,1369.0,20210119,289939,,,1066.0,
22654,,Bahia,Brazil,14566.0,495.0,0.0,14071.0,20210119,289939,,,1066.0,
22655,,Baja California,Mexico,4421.0,740.0,3077.0,604.0,20210119,289939,,,1066.0,
22656,,Baja California Sur,Mexico,549.0,32.0,440.0,77.0,20210119,289939,,,1066.0,
22657,,Baleares,Spain,2111.0,209.0,1533.0,369.0,20210119,289939,,,1066.0,
22658,,Basilicata,Italy,399.0,27.0,336.0,36.0,20210119,289939,,,1066.0,
22659,,Bayern,Germany,46745.0,2419.0,42100.0,2226.0,20210119,289939,,,1066.0,
22660,,Beijing,China,593.0,9.0,581.0,3.0,20210119,289939,,,1066.0,
22661,,Berlin,Germany,6672.0,193.0,6123.0,356.0,20210119,289939,,,1066.0,
22662,,Bermuda,United Kingdom,139.0,9.0,91.0,39.0,20210119,289939,,,1066.0,
22663,,Biobio,Chile,1502.0,10.0,0.0,1492.0,20210119,289939,,,1066.0,
22664,,"""Bonaire"," Sint Eustatius and Saba""",-68.0,6.0,0.0,6.0,20210119,289939,,,1066.0,
22665,,Brandenburg,Germany,3246.0,170.0,3000.0,76.0,20210119,289939,,,1066.0,
22666,,Bremen,Germany,1323.0,42.0,1100.0,181.0,20210119,289939,,,1066.0,
22667,,British Columbia,Canada,2541.0,161.0,2122.0,258.0,20210119,289939,,,1066.0,
22668,,British Virgin Islands,United Kingdom,8.0,1.0,6.0,1.0,20210119,289939,,,1066.0,
22669,,C. Valenciana,Spain,11089.0,1332.0,9970.0,-213.0,20210119,289939,,,1066.0,
22670,,Calabria,Italy,1157.0,96.0,823.0,238.0,20210119,289939,,,1066.0,
22671,,Campania,Italy,4767.0,405.0,3178.0,1184.0,20210119,289939,,,1066.0,
22672,,Campeche,Mexico,452.0,66.0,298.0,88.0,20210119,289939,,,1066.0,
22673,,Canarias,Spain,2323.0,150.0,1537.0,636.0,20210119,289939,,,1066.0,
22674,,Cantabria,Spain,2283.0,202.0,2287.0,-206.0,20210119,289939,,,1066.0,
22675,,Castilla - La Mancha,Spain,16992.0,2945.0,6392.0,7655.0,20210119,289939,,,1066.0,
22676,,Castilla y Leon,Spain,18591.0,1922.0,8716.0,7953.0,20210119,289939,,,1066.0,
22677,,Catalonia,Spain,57569.0,5583.0,26203.0,25783.0,20210119,289939,,,1066.0,
22678,,Cayman Islands,United Kingdom,137.0,1.0,63.0,73.0,20210119,289939,,,1066.0,
22679,,Ceara,Brazil,37021.0,2603.0,0.0,34418.0,20210119,289939,,,1066.0,
22680,,Ceuta,Spain,124.0,5.0,163.0,-44.0,20210119,289939,,,1066.0,
22681,,Channel Islands,United Kingdom,559.0,45.0,512.0,2.0,20210119,289939,,,1066.0,
22682,,Chiapas,Mexico,1289.0,84.0,708.0,497.0,20210119,289939,,,1066.0,
22683,,Chihuahua,Mexico,1278.0,272.0,896.0,110.0,20210119,289939,,,1066.0,
22684,,Chongqing,China,579.0,6.0,573.0,0.0,20210119,289939,,,1066.0,
22685,,Ciudad de Mexico,Mexico,20999.0,2166.0,15160.0,3673.0,20210119,289939,,,1066.0,
22686,,Coahuila,Mexico,917.0,67.0,687.0,163.0,20210119,289939,,,1066.0,
22687,,Colima,Mexico,118.0,19.0,61.0,38.0,20210119,289939,,,1066.0,
22688,,Coquimbo,Chile,384.0,2.0,0.0,382.0,20210119,289939,,,1066.0,
22689,,Curacao,Netherlands,18.0,1.0,14.0,3.0,20210119,289939,,,1066.0,
22690,,Diamond Princess,Canada,1.0,1.0,0.0,0.0,20210119,289939,,,1066.0,
22691,,Distrito Federal,Brazil,7210.0,124.0,0.0,7086.0,20210119,289939,,,1066.0,
22692,,Durango,Mexico,249.0,27.0,157.0,65.0,20210119,289939,,,1066.0,
22693,,Emilia-Romagna,Italy,27611.0,4076.0,19389.0,4146.0,20210119,289939,,,1066.0,
22694,,Espirito Santo,Brazil,10889.0,487.0,0.0,10402.0,20210119,289939,,,1066.0,
22695,,Extremadura,Spain,2955.0,507.0,2652.0,-204.0,20210119,289939,,,1066.0,
22696,,Falkland Islands (Malvinas),United Kingdom,13.0,0.0,13.0,0.0,20210119,289939,,,1066.0,
22697,,Faroe Islands,Denmark,187.0,0.0,187.0,0.0,20210119,289939,,,1066.0,
22698,,French Guiana,France,384.0,1.0,146.0,237.0,20210119,289939,,,1066.0,
22699,,French Polynesia,France,60.0,0.0,60.0,0.0,20210119,289939,,,1066.0,
22700,,Friuli Venezia Giulia,Italy,3251.0,329.0,2547.0,375.0,20210119,289939,,,1066.0,
22701,,Fujian,China,357.0,1.0,355.0,1.0,20210119,289939,,,1066.0,
22702,,Galicia,Spain,9108.0,607.0,9204.0,-703.0,20210119,289939,,,1066.0,
22703,,Gansu,China,139.0,2.0,137.0,0.0,20210119,289939,,,1066.0,
22704,,Gibraltar,United Kingdom,154.0,0.0,147.0,7.0,20210119,289939,,,1066.0,
22705,,Goias,Brazil,2671.0,104.0,0.0,2567.0,20210119,289939,,,1066.0,
22706,,Grand Princess,Canada,13.0,0.0,13.0,0.0,20210119,289939,,,1066.0,
22707,,Greenland,Denmark,12.0,0.0,11.0,1.0,20210119,289939,,,1066.0,
22708,,Guadeloupe,France,161.0,14.0,115.0,32.0,20210119,289939,,,1066.0,
22709,,Guanajuato,Mexico,1184.0,96.0,710.0,378.0,20210119,289939,,,1066.0,
22710,,Guangdong,China,1592.0,8.0,1581.0,3.0,20210119,289939,,,1066.0,
22711,,Guangxi,China,254.0,2.0,252.0,0.0,20210119,289939,,,1066.0,
22712,,Guerrero,Mexico,1363.0,189.0,850.0,324.0,20210119,289939,,,1066.0,
22713,,Guizhou,China,147.0,2.0,145.0,0.0,20210119,289939,,,1066.0,
22714,,Hai,China,169.0,6.0,162.0,1.0,20210119,289939,,,1066.0,
22715,,Hamburg,Germany,5069.0,241.0,4700.0,128.0,20210119,289939,,,1066.0,
22716,,Hebei,China,328.0,6.0,322.0,0.0,20210119,289939,,,1066.0,
22717,,Heilongjiang,China,945.0,13.0,932.0,0.0,20210119,289939,,,1066.0,
22718,,He,China,1276.0,22.0,1254.0,0.0,20210119,289939,,,1066.0,
22719,,Hessen,Germany,9804.0,462.0,8600.0,742.0,20210119,289939,,,1066.0,
22720,,Hidalgo,Mexico,1439.0,240.0,716.0,483.0,20210119,289939,,,1066.0,
22721,,Hong Kong,China,1065.0,4.0,1033.0,28.0,20210119,289939,,,1066.0,
22722,,Hubei,China,68135.0,4512.0,63618.0,5.0,20210119,289939,,,1066.0,
22723,,Hu,China,1019.0,4.0,1015.0,0.0,20210119,289939,,,1066.0,
22724,,Inner Mongolia,China,232.0,1.0,205.0,26.0,20210119,289939,,,1066.0,
22725,,Isle of Man,United Kingdom,336.0,24.0,306.0,6.0,20210119,289939,,,1066.0,
22726,,Jalisco,Mexico,1295.0,125.0,770.0,400.0,20210119,289939,,,1066.0,
22727,,Jiangsu,China,653.0,0.0,653.0,0.0,20210119,289939,,,1066.0,
22728,,Jiangxi,China,937.0,1.0,936.0,0.0,20210119,289939,,,1066.0,
22729,,Jilin,China,155.0,2.0,128.0,25.0,20210119,289939,,,1066.0,
22730,,La Rioja,Spain,4044.0,360.0,3107.0,577.0,20210119,289939,,,1066.0,
22731,,Lazio,Italy,7661.0,693.0,3430.0,3538.0,20210119,289939,,,1066.0,
22732,,Liaoning,China,149.0,2.0,147.0,0.0,20210119,289939,,,1066.0,
22733,,Liguria,Italy,9550.0,1431.0,6681.0,1438.0,20210119,289939,,,1066.0,
22734,,Lombardia,Italy,87417.0,15896.0,47044.0,24477.0,20210119,289939,,,1066.0,
22735,,Los Lagos,Chile,781.0,13.0,0.0,768.0,20210119,289939,,,1066.0,
22736,,Los Rios,Chile,304.0,6.0,0.0,298.0,20210119,289939,,,1066.0,
22737,,Macau,China,45.0,0.0,45.0,0.0,20210119,289939,,,1066.0,
22738,,Madrid,Spain,68066.0,8691.0,40736.0,18639.0,20210119,289939,,,1066.0,
22739,,Magallanes,Chile,1031.0,18.0,0.0,1013.0,20210119,289939,,,1066.0,
22740,,Manitoba,Canada,292.0,7.0,269.0,16.0,20210119,289939,,,1066.0,
22741,,Maranhao,Brazil,24278.0,817.0,0.0,23461.0,20210119,289939,,,1066.0,
22742,,Marche,Italy,6718.0,996.0,4147.0,1575.0,20210119,289939,,,1066.0,
22743,,Martinique,France,197.0,14.0,91.0,92.0,20210119,289939,,,1066.0,
22744,,Mato Grosso,Brazil,1628.0,43.0,0.0,1585.0,20210119,289939,,,1066.0,
22745,,Mato Grosso do Sul,Brazil,1100.0,17.0,0.0,1083.0,20210119,289939,,,1066.0,
22746,,Maule,Chile,1013.0,15.0,0.0,998.0,20210119,289939,,,1066.0,
22747,,Mayotte,France,1634.0,20.0,894.0,720.0,20210119,289939,,,1066.0,
22748,,Mecklenburg-Vorpommern,Germany,760.0,20.0,707.0,33.0,20210119,289939,,,1066.0,
22749,,Melilla,Spain,121.0,2.0,125.0,-6.0,20210119,289939,,,1066.0,
22750,,Metropolitana,Chile,62285.0,567.0,0.0,61718.0,20210119,289939,,,1066.0,
22751,,Mexico,Mexico,12366.0,943.0,9674.0,1749.0,20210119,289939,,,1066.0,
22752,,Michoacan,Mexico,1495.0,132.0,987.0,376.0,20210119,289939,,,1066.0,
22753,,Minas Gerais,Brazil,7516.0,234.0,0.0,7282.0,20210119,289939,,,1066.0,
22754,,Molise,Italy,432.0,22.0,236.0,174.0,20210119,289939,,,1066.0,
22755,,Montserrat,United Kingdom,11.0,1.0,10.0,0.0,20210119,289939,,,1066.0,
22756,,Morelos,Mexico,1220.0,248.0,754.0,218.0,20210119,289939,,,1066.0,
22757,,Murcia,Spain,1587.0,148.0,2180.0,-741.0,20210119,289939,,,1066.0,
22758,,Navarra,Spain,5199.0,490.0,3905.0,804.0,20210119,289939,,,1066.0,
22759,,Nayarit,Mexico,457.0,45.0,288.0,124.0,20210119,289939,,,1066.0,
22760,,New Brunswick,Canada,122.0,0.0,120.0,2.0,20210119,289939,,,1066.0,
22761,,New Caledonia,France,18.0,0.0,18.0,0.0,20210119,289939,,,1066.0,
22762,,New South Wales,Australia,3089.0,48.0,2663.0,378.0,20210119,289939,,,1066.0,
22763,,Newfoundland and Labrador,Canada,260.0,3.0,255.0,2.0,20210119,289939,,,1066.0,
22764,,Niedersachsen,Germany,11646.0,580.0,10300.0,766.0,20210119,289939,,,1066.0,
22765,,Ningxia,China,75.0,0.0,75.0,0.0,20210119,289939,,,1066.0,
22766,,Nordrhein-Westfalen,Germany,37395.0,1571.0,33800.0,2024.0,20210119,289939,,,1066.0,
22767,,Northern Territory,Australia,29.0,0.0,29.0,0.0,20210119,289939,,,1066.0,
22768,,Northwest Territories,Canada,5.0,0.0,5.0,0.0,20210119,289939,,,1066.0,
22769,,Nova Scotia,Canada,1052.0,59.0,976.0,17.0,20210119,289939,,,1066.0,
22770,,Nuble,Chile,1147.0,22.0,0.0,1125.0,20210119,289939,,,1066.0,
22771,,Nuevo Leon,Mexico,1222.0,71.0,843.0,308.0,20210119,289939,,,1066.0,
22772,,OHiggins,Chile,654.0,13.0,0.0,641.0,20210119,289939,,,1066.0,
22773,,Oaxaca,Mexico,1109.0,114.0,630.0,365.0,20210119,289939,,,1066.0,
22774,,Ontario,Canada,27624.0,2235.0,19958.0,5431.0,20210119,289939,,,1066.0,
22775,,P.A. Bolzano,Italy,2593.0,291.0,2123.0,179.0,20210119,289939,,,1066.0,
22776,,P.A. Trento,Italy,4415.0,461.0,3441.0,513.0,20210119,289939,,,1066.0,
22777,,Pais Vasco,Spain,13486.0,1424.0,16160.0,-4098.0,20210119,289939,,,1066.0,
22778,,Para,Brazil,28600.0,2469.0,0.0,26131.0,20210119,289939,,,1066.0,
22779,,Paraiba,Brazil,8919.0,286.0,0.0,8633.0,20210119,289939,,,1066.0,
22780,,Parana,Brazil,3512.0,159.0,0.0,3353.0,20210119,289939,,,1066.0,
22781,,Pernambuco,Brazil,28854.0,2328.0,0.0,26526.0,20210119,289939,,,1066.0,
22782,,Piaui,Brazil,3720.0,119.0,0.0,3601.0,20210119,289939,,,1066.0,
22783,,Piemonte,Italy,30314.0,3812.0,19561.0,6941.0,20210119,289939,,,1066.0,
22784,,Prince Edward Island,Canada,27.0,0.0,27.0,0.0,20210119,289939,,,1066.0,
22785,,Puebla,Mexico,2320.0,268.0,1478.0,574.0,20210119,289939,,,1066.0,
22786,,Puglia,Italy,4469.0,494.0,2436.0,1539.0,20210119,289939,,,1066.0,
22787,,Qinghai,China,18.0,0.0,18.0,0.0,20210119,289939,,,1066.0,
22788,,Quebec,Canada,48607.0,4140.0,14999.0,29468.0,20210119,289939,,,1066.0,
22789,,Queensland,Australia,1058.0,7.0,1044.0,7.0,20210119,289939,,,1066.0,
22790,,Queretaro,Mexico,742.0,84.0,402.0,256.0,20210119,289939,,,1066.0,
