,fips,province_state,country_region,confirmed,deaths,recovered,active,date,positive,negative,hospitalized,hospitalizedcurrently,hospitalizeddischarged
9098,,,United Kingdom,60733.0,7097.0,135.0,53501.0,20210119,289939,,,1066.0,
9099,,,Uruguay,424.0,7.0,150.0,267.0,20210119,289939,,,1066.0,
9100,,,Uzbekistan,545.0,3.0,30.0,512.0,20210119,289939,,,1066.0,
9101,,,Venezuela,167.0,9.0,65.0,93.0,20210119,289939,,,1066.0,
9102,,,Vietnam,251.0,0.0,126.0,125.0,20210119,289939,,,1066.0,
9103,,,West Bank and Gaza,263.0,1.0,44.0,218.0,20210119,289939,,,1066.0,
9104,,,Western Sahara,4.0,0.0,0.0,4.0,20210119,289939,,,1066.0,
9105,,,Zambia,39.0,1.0,7.0,31.0,20210119,289939,,,1066.0,
9106,,,Zimbabwe,11.0,3.0,0.0,8.0,20210119,289939,,,1066.0,
9107,,Massachusetts,US,18.0,1.0,0.0,0.0,20210119,289939,,,1066.0,
9108,,Missouri,US,249.0,7.0,0.0,0.0,20210119,289939,,,1066.0,
9109,,Alberta,Canada,1423.0,29.0,0.0,0.0,20210119,289939,,,1066.0,
9110,,Anguilla,United Kingdom,3.0,0.0,0.0,3.0,20210119,289939,,,1066.0,
9111,,Anhui,China,991.0,6.0,984.0,1.0,20210119,289939,,,1066.0,
9112,,Aruba,Netherlands,82.0,0.0,20.0,62.0,20210119,289939,,,1066.0,
9113,,Australian Capital Territory,Australia,100.0,2.0,47.0,51.0,20210119,289939,,,1066.0,
9114,,Beijing,China,588.0,8.0,464.0,116.0,20210119,289939,,,1066.0,
9115,,Bermuda,United Kingdom,48.0,4.0,25.0,19.0,20210119,289939,,,1066.0,
9116,,"""Bonaire"," Sint Eustatius and Saba""",-68.0,2.0,0.0,0.0,20210119,289939,,,1066.0,
9117,,British Columbia,Canada,1336.0,48.0,0.0,0.0,20210119,289939,,,1066.0,
9118,,British Virgin Islands,United Kingdom,3.0,0.0,0.0,3.0,20210119,289939,,,1066.0,
9119,,Cayman Islands,United Kingdom,45.0,1.0,6.0,38.0,20210119,289939,,,1066.0,
9120,,Channel Islands,United Kingdom,361.0,8.0,40.0,313.0,20210119,289939,,,1066.0,
9121,,Curacao,Netherlands,14.0,1.0,7.0,6.0,20210119,289939,,,1066.0,
9122,,Diamond Princess,Canada,0.0,1.0,0.0,0.0,20210119,289939,,,1066.0,
9123,,Falkland Islands (Malvinas),United Kingdom,5.0,0.0,1.0,4.0,20210119,289939,,,1066.0,
9124,,Faroe Islands,Denmark,184.0,0.0,136.0,48.0,20210119,289939,,,1066.0,
9125,,French Guiana,France,83.0,0.0,43.0,40.0,20210119,289939,,,1066.0,
9126,,French Polynesia,France,51.0,0.0,0.0,51.0,20210119,289939,,,1066.0,
9127,,Gansu,China,139.0,2.0,135.0,2.0,20210119,289939,,,1066.0,
9128,,Gibraltar,United Kingdom,123.0,0.0,60.0,63.0,20210119,289939,,,1066.0,
9129,,Grand Princess,Canada,13.0,0.0,0.0,0.0,20210119,289939,,,1066.0,
9130,,Greenland,Denmark,11.0,0.0,11.0,0.0,20210119,289939,,,1066.0,
9131,,Guadeloupe,France,141.0,8.0,43.0,90.0,20210119,289939,,,1066.0,
9132,,Guangdong,China,1539.0,8.0,1423.0,108.0,20210119,289939,,,1066.0,
9133,,Hebei,China,327.0,6.0,313.0,8.0,20210119,289939,,,1066.0,
9134,,Heilongjiang,China,609.0,13.0,470.0,126.0,20210119,289939,,,1066.0,
9135,,Hong Kong,China,973.0,4.0,293.0,676.0,20210119,289939,,,1066.0,
9136,,Hubei,China,67803.0,3215.0,64187.0,401.0,20210119,289939,,,1066.0,
9137,,Inner Mongolia,China,126.0,1.0,79.0,46.0,20210119,289939,,,1066.0,
9138,,Isle of Man,United Kingdom,190.0,1.0,92.0,97.0,20210119,289939,,,1066.0,
9139,,Liaoning,China,144.0,2.0,132.0,10.0,20210119,289939,,,1066.0,
9140,,Manitoba,Canada,221.0,3.0,0.0,0.0,20210119,289939,,,1066.0,
9141,,Martinique,France,154.0,6.0,50.0,98.0,20210119,289939,,,1066.0,
9142,,Mayotte,France,184.0,2.0,22.0,160.0,20210119,289939,,,1066.0,
9143,,Montserrat,United Kingdom,9.0,0.0,0.0,9.0,20210119,289939,,,1066.0,
9144,,New Brunswick,Canada,108.0,0.0,0.0,0.0,20210119,289939,,,1066.0,
9145,,New Caledonia,France,18.0,0.0,1.0,17.0,20210119,289939,,,1066.0,
9146,,New South Wales,Australia,2773.0,21.0,4.0,2748.0,20210119,289939,,,1066.0,
9147,,Newfoundland and Labrador,Canada,232.0,2.0,0.0,0.0,20210119,289939,,,1066.0,
9148,,Northern Territory,Australia,28.0,0.0,2.0,26.0,20210119,289939,,,1066.0,
9149,,Northwest Territories,Canada,5.0,0.0,0.0,0.0,20210119,289939,,,1066.0,
9150,,Nova Scotia,Canada,342.0,1.0,0.0,0.0,20210119,289939,,,1066.0,
9151,,Ontario,Canada,5759.0,200.0,0.0,0.0,20210119,289939,,,1066.0,
9152,,Prince Edward Island,Canada,25.0,0.0,0.0,0.0,20210119,289939,,,1066.0,
9153,,Quebec,Canada,10912.0,216.0,0.0,0.0,20210119,289939,,,1066.0,
9154,,Queensland,Australia,953.0,4.0,345.0,604.0,20210119,289939,,,1066.0,
9155,,,Canada,0.0,0.0,5162.0,0.0,20210119,289939,,,1066.0,
9156,,,US,0.0,0.0,25410.0,0.0,20210119,289939,,,1066.0,
9157,,Reunion,France,362.0,0.0,40.0,322.0,20210119,289939,,,1066.0,
9158,,Saint Barthelemy,France,6.0,0.0,1.0,5.0,20210119,289939,,,1066.0,
9159,,Saint Pierre and Miquelon,France,1.0,0.0,0.0,1.0,20210119,289939,,,1066.0,
9160,,Saskatchewan,Canada,271.0,3.0,0.0,0.0,20210119,289939,,,1066.0,
9161,,Shandong,China,783.0,7.0,756.0,20.0,20210119,289939,,,1066.0,
9162,,Shanghai,China,552.0,7.0,422.0,123.0,20210119,289939,,,1066.0,
9163,,Shanxi,China,166.0,0.0,134.0,32.0,20210119,289939,,,1066.0,
9164,,Sint Maarten,Netherlands,43.0,6.0,1.0,36.0,20210119,289939,,,1066.0,
9165,,South Australia,Australia,420.0,3.0,120.0,297.0,20210119,289939,,,1066.0,
9166,,St Martin,France,32.0,2.0,7.0,23.0,20210119,289939,,,1066.0,
9167,,Tasmania,Australia,111.0,3.0,48.0,60.0,20210119,289939,,,1066.0,
9168,,Tianjin,China,182.0,3.0,152.0,27.0,20210119,289939,,,1066.0,
9169,,Turks and Caicos Islands,United Kingdom,8.0,1.0,0.0,7.0,20210119,289939,,,1066.0,
9170,,Victoria,Australia,1228.0,12.0,736.0,480.0,20210119,289939,,,1066.0,
9171,,Western Australia,Australia,495.0,6.0,170.0,319.0,20210119,289939,,,1066.0,
9172,,Yukon,Canada,7.0,0.0,0.0,0.0,20210119,289939,,,1066.0,
9173,,Zhejiang,China,1267.0,1.0,1235.0,31.0,20210119,289939,,,1066.0,
9174,,,Afghanistan,484.0,15.0,32.0,437.0,20210119,289939,,,1066.0,
9175,,,Albania,409.0,23.0,165.0,221.0,20210119,289939,,,1066.0,
9176,,,Algeria,1666.0,235.0,347.0,1084.0,20210119,289939,,,1066.0,
9177,,,Andorra,583.0,25.0,58.0,500.0,20210119,289939,,,1066.0,
9178,,,Angola,19.0,2.0,2.0,15.0,20210119,289939,,,1066.0,
9179,,,Antigua and Barbuda,19.0,2.0,0.0,17.0,20210119,289939,,,1066.0,
9180,,,Argentina,1795.0,72.0,365.0,1358.0,20210119,289939,,,1066.0,
9181,,,Armenia,921.0,10.0,138.0,773.0,20210119,289939,,,1066.0,
9182,,,Austria,13244.0,295.0,5240.0,7709.0,20210119,289939,,,1066.0,
9183,,,Azerbaijan,926.0,9.0,101.0,816.0,20210119,289939,,,1066.0,
9184,,,Bahamas,41.0,8.0,5.0,28.0,20210119,289939,,,1066.0,
9185,,,Bahrain,887.0,5.0,519.0,363.0,20210119,289939,,,1066.0,
9186,,,Bangladesh,330.0,21.0,33.0,276.0,20210119,289939,,,1066.0,
9187,,,Barbados,66.0,3.0,11.0,52.0,20210119,289939,,,1066.0,
9188,,,Belarus,1486.0,16.0,139.0,1331.0,20210119,289939,,,1066.0,
9189,,,Belgium,24983.0,2523.0,5164.0,17296.0,20210119,289939,,,1066.0,
9190,,,Belize,9.0,1.0,0.0,8.0,20210119,289939,,,1066.0,
9191,,,Benin,26.0,1.0,5.0,20.0,20210119,289939,,,1066.0,
9192,,,Bhutan,5.0,0.0,2.0,3.0,20210119,289939,,,1066.0,
9193,,,Bolivia,264.0,18.0,2.0,244.0,20210119,289939,,,1066.0,
9194,,,Bosnia and Herzegovina,858.0,35.0,101.0,722.0,20210119,289939,,,1066.0,
9195,,,Botswana,13.0,1.0,0.0,12.0,20210119,289939,,,1066.0,
9196,,,Brazil,18092.0,950.0,173.0,16969.0,20210119,289939,,,1066.0,
9197,,,Brunei,135.0,1.0,92.0,42.0,20210119,289939,,,1066.0,
9198,,,Bulgaria,618.0,24.0,48.0,546.0,20210119,289939,,,1066.0,
9199,,,Burkina Faso,443.0,24.0,146.0,273.0,20210119,289939,,,1066.0,
9200,,,Burma,23.0,3.0,2.0,18.0,20210119,289939,,,1066.0,
9201,,,Burundi,3.0,0.0,0.0,3.0,20210119,289939,,,1066.0,
9202,,,Cabo Verde,7.0,1.0,1.0,5.0,20210119,289939,,,1066.0,
9203,,,Cambodia,119.0,0.0,62.0,57.0,20210119,289939,,,1066.0,
9204,,,Cameroon,730.0,10.0,60.0,660.0,20210119,289939,,,1066.0,
9205,,,Central African Republic,8.0,0.0,0.0,8.0,20210119,289939,,,1066.0,
9206,,,Chad,11.0,0.0,2.0,9.0,20210119,289939,,,1066.0,
9207,,,Chile,5972.0,57.0,1274.0,4641.0,20210119,289939,,,1066.0,
9208,,,Colombia,2223.0,69.0,174.0,1980.0,20210119,289939,,,1066.0,
9209,,,Congo (Brazzaville),60.0,5.0,5.0,50.0,20210119,289939,,,1066.0,
9210,,,Congo (Kinshasa),180.0,18.0,9.0,153.0,20210119,289939,,,1066.0,
9211,,,Costa Rica,539.0,3.0,30.0,506.0,20210119,289939,,,1066.0,
9212,,,Cote d'Ivoire,444.0,3.0,52.0,389.0,20210119,289939,,,1066.0,
9213,,,Croatia,1407.0,20.0,219.0,1168.0,20210119,289939,,,1066.0,
9214,,,Cuba,515.0,15.0,28.0,472.0,20210119,289939,,,1066.0,
9215,,,Cyprus,564.0,10.0,53.0,501.0,20210119,289939,,,1066.0,
9216,,,Czechia,5569.0,112.0,301.0,5156.0,20210119,289939,,,1066.0,
9217,,,Denmark,5635.0,237.0,1736.0,3662.0,20210119,289939,,,1066.0,
9218,,,Diamond Princess,712.0,11.0,619.0,82.0,20210119,289939,,,1066.0,
9219,,,Djibouti,135.0,0.0,25.0,110.0,20210119,289939,,,1066.0,
9220,,,Dominica,15.0,0.0,1.0,14.0,20210119,289939,,,1066.0,
9221,,,Dominican Republic,2349.0,118.0,80.0,2151.0,20210119,289939,,,1066.0,
9222,,,Ecuador,4965.0,272.0,339.0,4354.0,20210119,289939,,,1066.0,
9223,,,Egypt,1699.0,118.0,348.0,1233.0,20210119,289939,,,1066.0,
9224,,,El Salvador,103.0,6.0,14.0,83.0,20210119,289939,,,1066.0,
9225,,,Equatorial Guinea,18.0,0.0,3.0,15.0,20210119,289939,,,1066.0,
9226,,,Eritrea,33.0,0.0,0.0,33.0,20210119,289939,,,1066.0,
9227,,,Estonia,1207.0,24.0,83.0,1100.0,20210119,289939,,,1066.0,
9228,,,Eswatini,12.0,0.0,7.0,5.0,20210119,289939,,,1066.0,
9229,,,Ethiopia,56.0,2.0,4.0,50.0,20210119,289939,,,1066.0,
9230,,,Fiji,15.0,0.0,0.0,15.0,20210119,289939,,,1066.0,
9231,,,Finland,2605.0,42.0,300.0,2263.0,20210119,289939,,,1066.0,
9232,,,Gabon,44.0,1.0,1.0,42.0,20210119,289939,,,1066.0,
9233,,,Gambia,4.0,1.0,2.0,1.0,20210119,289939,,,1066.0,
9234,,,Georgia,218.0,3.0,51.0,164.0,20210119,289939,,,1066.0,
9235,,,Germany,118181.0,2607.0,52407.0,63167.0,20210119,289939,,,1066.0,
9236,,,Ghana,378.0,6.0,3.0,369.0,20210119,289939,,,1066.0,
9237,,,Greece,1955.0,87.0,269.0,1599.0,20210119,289939,,,1066.0,
9238,,,Grenada,12.0,0.0,0.0,12.0,20210119,289939,,,1066.0,
9239,,,Guatemala,95.0,3.0,17.0,75.0,20210119,289939,,,1066.0,
9240,,,Guinea,194.0,0.0,11.0,183.0,20210119,289939,,,1066.0,
9241,,,Guinea-Bissau,36.0,0.0,0.0,36.0,20210119,289939,,,1066.0,
9242,,,Guyana,37.0,6.0,8.0,23.0,20210119,289939,,,1066.0,
9243,,,Haiti,30.0,2.0,0.0,28.0,20210119,289939,,,1066.0,
9244,,,Vatican City,8.0,0.0,2.0,6.0,20210119,289939,,,1066.0,
9245,,,Honduras,343.0,23.0,6.0,314.0,20210119,289939,,,1066.0,
9246,,,Hungary,980.0,66.0,96.0,818.0,20210119,289939,,,1066.0,
9247,,,Iceland,1648.0,6.0,688.0,954.0,20210119,289939,,,1066.0,
9248,,,India,6725.0,226.0,620.0,5879.0,20210119,289939,,,1066.0,
9249,,,Indonesia,3293.0,280.0,252.0,2761.0,20210119,289939,,,1066.0,
9250,,,Iran,66220.0,4110.0,32309.0,29801.0,20210119,289939,,,1066.0,
9251,,,Iraq,1232.0,69.0,496.0,667.0,20210119,289939,,,1066.0,
9252,,,Ireland,6574.0,263.0,25.0,6286.0,20210119,289939,,,1066.0,
9253,,,Israel,9968.0,86.0,1011.0,8871.0,20210119,289939,,,1066.0,
9254,,,Italy,143626.0,18279.0,28470.0,96877.0,20210119,289939,,,1066.0,
9255,,,Jamaica,63.0,4.0,12.0,47.0,20210119,289939,,,1066.0,
9256,,,Japan,4667.0,94.0,632.0,3941.0,20210119,289939,,,1066.0,
9257,,,Jordan,372.0,7.0,161.0,204.0,20210119,289939,,,1066.0,
9258,,,Kazakhstan,781.0,8.0,60.0,713.0,20210119,289939,,,1066.0,
9259,,,Kenya,184.0,7.0,12.0,165.0,20210119,289939,,,1066.0,
9260,,,South Korea,10423.0,204.0,6973.0,3246.0,20210119,289939,,,1066.0,
9261,,,Kosovo,184.0,5.0,30.0,149.0,20210119,289939,,,1066.0,
9262,,,Kuwait,910.0,1.0,111.0,798.0,20210119,289939,,,1066.0,
9263,,,Kyrgyzstan,280.0,4.0,35.0,241.0,20210119,289939,,,1066.0,
9264,,,Laos,16.0,0.0,0.0,16.0,20210119,289939,,,1066.0,
9265,,,Latvia,589.0,3.0,16.0,570.0,20210119,289939,,,1066.0,
9266,,,Lebanon,582.0,19.0,67.0,496.0,20210119,289939,,,1066.0,
9267,,,Liberia,31.0,4.0,3.0,24.0,20210119,289939,,,1066.0,
9268,,,Libya,24.0,1.0,8.0,15.0,20210119,289939,,,1066.0,
9269,,,Liechtenstein,78.0,1.0,55.0,22.0,20210119,289939,,,1066.0,
9270,,,Lithuania,955.0,16.0,8.0,931.0,20210119,289939,,,1066.0,
9271,,,Luxembourg,3115.0,52.0,500.0,2563.0,20210119,289939,,,1066.0,
9272,,,MS Zaandam,9.0,2.0,0.0,7.0,20210119,289939,,,1066.0,
9273,,,Madagascar,93.0,0.0,11.0,82.0,20210119,289939,,,1066.0,
9274,,,Malawi,8.0,1.0,0.0,7.0,20210119,289939,,,1066.0,
9275,,,Malaysia,4228.0,67.0,1608.0,2553.0,20210119,289939,,,1066.0,
9276,,,Maldives,19.0,0.0,13.0,6.0,20210119,289939,,,1066.0,
9277,,,Mali,74.0,7.0,22.0,45.0,20210119,289939,,,1066.0,
9278,,,Malta,337.0,2.0,16.0,319.0,20210119,289939,,,1066.0,
9279,,,Mauritania,7.0,1.0,2.0,4.0,20210119,289939,,,1066.0,
9280,,,Mauritius,314.0,7.0,23.0,284.0,20210119,289939,,,1066.0,
9281,,,Mexico,3181.0,174.0,633.0,2374.0,20210119,289939,,,1066.0,
9282,,,Moldova,1289.0,29.0,50.0,1210.0,20210119,289939,,,1066.0,
9283,,,Monaco,84.0,1.0,5.0,78.0,20210119,289939,,,1066.0,
9284,,,Mongolia,16.0,0.0,4.0,12.0,20210119,289939,,,1066.0,
9285,,,Montenegro,252.0,2.0,4.0,246.0,20210119,289939,,,1066.0,
9286,,,Morocco,1374.0,97.0,109.0,1168.0,20210119,289939,,,1066.0,
9287,,,Mozambique,17.0,0.0,1.0,16.0,20210119,289939,,,1066.0,
9288,,,Namibia,16.0,0.0,3.0,13.0,20210119,289939,,,1066.0,
9289,,,Nepal,9.0,0.0,1.0,8.0,20210119,289939,,,1066.0,
9290,,,Netherlands,21762.0,2396.0,250.0,19116.0,20210119,289939,,,1066.0,
9291,,,New Zealand,1239.0,1.0,317.0,921.0,20210119,289939,,,1066.0,
9292,,,Nicaragua,7.0,1.0,0.0,6.0,20210119,289939,,,1066.0,
9293,,,Niger,410.0,11.0,40.0,359.0,20210119,289939,,,1066.0,
9294,,,Nigeria,288.0,7.0,51.0,230.0,20210119,289939,,,1066.0,
9295,,,North Macedonia,663.0,30.0,37.0,596.0,20210119,289939,,,1066.0,
9296,,,Norway,6211.0,108.0,32.0,6071.0,20210119,289939,,,1066.0,
9297,,,Oman,457.0,3.0,109.0,345.0,20210119,289939,,,1066.0,
9298,,,Pakistan,4489.0,65.0,572.0,3852.0,20210119,289939,,,1066.0,
9299,,,Panama,2528.0,63.0,16.0,2449.0,20210119,289939,,,1066.0,
9300,,,Papua New Guinea,2.0,0.0,0.0,2.0,20210119,289939,,,1066.0,
9301,,,Paraguay,124.0,5.0,18.0,101.0,20210119,289939,,,1066.0,
9302,,,Peru,5256.0,138.0,1438.0,3680.0,20210119,289939,,,1066.0,
9303,,,Philippines,4076.0,203.0,124.0,3749.0,20210119,289939,,,1066.0,
9304,,,Poland,5575.0,174.0,284.0,5117.0,20210119,289939,,,1066.0,
9305,,,Portugal,13956.0,409.0,205.0,13342.0,20210119,289939,,,1066.0,
9306,,,Qatar,2376.0,6.0,206.0,2164.0,20210119,289939,,,1066.0,
9307,,,Romania,5202.0,248.0,647.0,4307.0,20210119,289939,,,1066.0,
9308,,,Russia,10131.0,76.0,698.0,9357.0,20210119,289939,,,1066.0,
9309,,,Rwanda,110.0,0.0,7.0,103.0,20210119,289939,,,1066.0,
9310,,,Saint Kitts and Nevis,11.0,0.0,0.0,11.0,20210119,289939,,,1066.0,
9311,,,Saint Lucia,14.0,0.0,1.0,13.0,20210119,289939,,,1066.0,
9312,,,Saint Vincent and the Grenadines,12.0,0.0,1.0,11.0,20210119,289939,,,1066.0,
9313,,,San Marino,333.0,34.0,49.0,250.0,20210119,289939,,,1066.0,
9314,,,Sao Tome and Principe,4.0,0.0,0.0,4.0,20210119,289939,,,1066.0,
9315,,,Saudi Arabia,3287.0,44.0,666.0,2577.0,20210119,289939,,,1066.0,
9316,,,Senegal,250.0,2.0,123.0,125.0,20210119,289939,,,1066.0,
9317,,,Serbia,2867.0,66.0,0.0,2801.0,20210119,289939,,,1066.0,
9318,,,Seychelles,11.0,0.0,0.0,11.0,20210119,289939,,,1066.0,
9319,,,Sierra Leone,7.0,0.0,0.0,7.0,20210119,289939,,,1066.0,
9320,,,Singapore,1910.0,6.0,460.0,1444.0,20210119,289939,,,1066.0,
9321,,,Slovakia,701.0,2.0,23.0,676.0,20210119,289939,,,1066.0,
9322,,,Slovenia,1124.0,43.0,128.0,953.0,20210119,289939,,,1066.0,
9323,,,Somalia,12.0,1.0,1.0,10.0,20210119,289939,,,1066.0,
9324,,,South Africa,1934.0,18.0,95.0,1821.0,20210119,289939,,,1066.0,
9325,,,South Sudan,3.0,0.0,0.0,3.0,20210119,289939,,,1066.0,
9326,,,Spain,153222.0,15447.0,52165.0,85610.0,20210119,289939,,,1066.0,
9327,,,Sri Lanka,190.0,7.0,49.0,134.0,20210119,289939,,,1066.0,
9328,,,Sudan,15.0,2.0,2.0,11.0,20210119,289939,,,1066.0,
9329,,,Suriname,10.0,1.0,4.0,5.0,20210119,289939,,,1066.0,
9330,,,Sweden,9141.0,793.0,205.0,8143.0,20210119,289939,,,1066.0,
9331,,,Switzerland,24051.0,948.0,10600.0,12503.0,20210119,289939,,,1066.0,
9332,,,Syria,19.0,2.0,4.0,13.0,20210119,289939,,,1066.0,
9333,,,Taiwan*,380.0,5.0,67.0,308.0,20210119,289939,,,1066.0,
9334,,,Tanzania,25.0,1.0,5.0,19.0,20210119,289939,,,1066.0,
9335,,,Thailand,2423.0,32.0,940.0,1451.0,20210119,289939,,,1066.0,
9336,,,Timor-Leste,1.0,0.0,0.0,1.0,20210119,289939,,,1066.0,
9337,,,Togo,73.0,3.0,24.0,46.0,20210119,289939,,,1066.0,
9338,,,Trinidad and Tobago,109.0,8.0,1.0,100.0,20210119,289939,,,1066.0,
9339,,,Tunisia,643.0,25.0,25.0,593.0,20210119,289939,,,1066.0,
9340,,,Turkey,42282.0,908.0,2142.0,39232.0,20210119,289939,,,1066.0,
9341,,,Uganda,53.0,0.0,0.0,53.0,20210119,289939,,,1066.0,
9342,,,Ukraine,1892.0,57.0,45.0,1790.0,20210119,289939,,,1066.0,
9343,,,United Arab Emirates,2990.0,14.0,268.0,2708.0,20210119,289939,,,1066.0,
9344,,,United Kingdom,65077.0,7978.0,135.0,56964.0,20210119,289939,,,1066.0,
9345,,,Uruguay,456.0,7.0,192.0,257.0,20210119,289939,,,1066.0,
9346,,,Uzbekistan,582.0,3.0,38.0,541.0,20210119,289939,,,1066.0,
9347,,,Venezuela,171.0,9.0,84.0,78.0,20210119,289939,,,1066.0,
9348,,,Vietnam,255.0,0.0,128.0,127.0,20210119,289939,,,1066.0,
9349,,,West Bank and Gaza,263.0,1.0,44.0,218.0,20210119,289939,,,1066.0,
9350,,,Western Sahara,4.0,0.0,0.0,4.0,20210119,289939,,,1066.0,
9351,,,Zambia,39.0,1.0,24.0,14.0,20210119,289939,,,1066.0,
9352,,,Zimbabwe,11.0,3.0,0.0,8.0,20210119,289939,,,1066.0,
9353,,Massachusetts,US,21.0,1.0,0.0,0.0,20210119,289939,,,1066.0,
9354,,Missouri,US,300.0,8.0,0.0,0.0,20210119,289939,,,1066.0,
9355,,Alberta,Canada,1451.0,32.0,0.0,0.0,20210119,289939,,,1066.0,
9356,,Anguilla,United Kingdom,3.0,0.0,0.0,3.0,20210119,289939,,,1066.0,
9357,,Aruba,Netherlands,86.0,0.0,27.0,59.0,20210119,289939,,,1066.0,
9358,,Australian Capital Territory,Australia,103.0,2.0,59.0,42.0,20210119,289939,,,1066.0,
9359,,Beijing,China,588.0,8.0,469.0,111.0,20210119,289939,,,1066.0,
9360,,Bermuda,United Kingdom,48.0,4.0,25.0,19.0,20210119,289939,,,1066.0,
9361,,"""Bonaire"," Sint Eustatius and Saba""",-68.0,2.0,0.0,0.0,20210119,289939,,,1066.0,
9362,,British Columbia,Canada,1370.0,50.0,0.0,0.0,20210119,289939,,,1066.0,
9363,,British Virgin Islands,United Kingdom,3.0,0.0,0.0,3.0,20210119,289939,,,1066.0,
9364,,Cayman Islands,United Kingdom,45.0,1.0,6.0,38.0,20210119,289939,,,1066.0,
9365,,Channel Islands,United Kingdom,398.0,9.0,40.0,349.0,20210119,289939,,,1066.0,
9366,,Curacao,Netherlands,14.0,1.0,7.0,6.0,20210119,289939,,,1066.0,
9367,,Diamond Princess,Canada,0.0,1.0,0.0,0.0,20210119,289939,,,1066.0,
9368,,Falkland Islands (Malvinas),United Kingdom,5.0,0.0,1.0,4.0,20210119,289939,,,1066.0,
9369,,Faroe Islands,Denmark,184.0,0.0,145.0,39.0,20210119,289939,,,1066.0,
9370,,French Guiana,France,83.0,0.0,43.0,40.0,20210119,289939,,,1066.0,
9371,,French Polynesia,France,51.0,0.0,0.0,51.0,20210119,289939,,,1066.0,
9372,,Fujian,China,351.0,1.0,311.0,39.0,20210119,289939,,,1066.0,
9373,,Gibraltar,United Kingdom,127.0,0.0,69.0,58.0,20210119,289939,,,1066.0,
9374,,Grand Princess,Canada,13.0,0.0,0.0,0.0,20210119,289939,,,1066.0,
9375,,Greenland,Denmark,11.0,0.0,11.0,0.0,20210119,289939,,,1066.0,
9376,,Guadeloupe,France,143.0,8.0,67.0,68.0,20210119,289939,,,1066.0,
9377,,Guangdong,China,1544.0,8.0,1434.0,102.0,20210119,289939,,,1066.0,
9378,,Heilongjiang,China,638.0,13.0,470.0,155.0,20210119,289939,,,1066.0,
9379,,Hong Kong,China,989.0,4.0,309.0,676.0,20210119,289939,,,1066.0,
9380,,Hubei,China,67803.0,3216.0,64236.0,351.0,20210119,289939,,,1066.0,
9381,,Inner Mongolia,China,128.0,1.0,79.0,48.0,20210119,289939,,,1066.0,
9382,,Isle of Man,United Kingdom,201.0,1.0,103.0,97.0,20210119,289939,,,1066.0,
9383,,Jiangsu,China,651.0,0.0,634.0,17.0,20210119,289939,,,1066.0,
9384,,Jiangxi,China,937.0,1.0,936.0,0.0,20210119,289939,,,1066.0,
9385,,Jilin,China,98.0,1.0,95.0,2.0,20210119,289939,,,1066.0,
9386,,Manitoba,Canada,230.0,3.0,0.0,0.0,20210119,289939,,,1066.0,
9387,,Martinique,France,155.0,6.0,50.0,99.0,20210119,289939,,,1066.0,
9388,,Mayotte,France,191.0,2.0,50.0,139.0,20210119,289939,,,1066.0,
9389,,Montserrat,United Kingdom,9.0,0.0,0.0,9.0,20210119,289939,,,1066.0,
9390,,New Brunswick,Canada,112.0,0.0,0.0,0.0,20210119,289939,,,1066.0,
9391,,New Caledonia,France,18.0,0.0,1.0,17.0,20210119,289939,,,1066.0,
9392,,New South Wales,Australia,2822.0,22.0,4.0,2796.0,20210119,289939,,,1066.0,
9393,,Newfoundland and Labrador,Canada,239.0,3.0,0.0,0.0,20210119,289939,,,1066.0,
9394,,Northern Territory,Australia,28.0,0.0,2.0,26.0,20210119,289939,,,1066.0,
9395,,Northwest Territories,Canada,5.0,0.0,0.0,0.0,20210119,289939,,,1066.0,
9396,,Nova Scotia,Canada,407.0,2.0,0.0,0.0,20210119,289939,,,1066.0,
9397,,Ontario,Canada,6237.0,222.0,0.0,0.0,20210119,289939,,,1066.0,
9398,,Prince Edward Island,Canada,25.0,0.0,0.0,0.0,20210119,289939,,,1066.0,
9399,,Quebec,Canada,11677.0,241.0,0.0,0.0,20210119,289939,,,1066.0,
9400,,Queensland,Australia,965.0,4.0,372.0,589.0,20210119,289939,,,1066.0,
9401,,,Canada,0.0,0.0,5855.0,0.0,20210119,289939,,,1066.0,
9402,,,US,0.0,0.0,28790.0,0.0,20210119,289939,,,1066.0,
9403,,Reunion,France,382.0,0.0,40.0,342.0,20210119,289939,,,1066.0,
9404,,Saint Barthelemy,France,6.0,0.0,1.0,5.0,20210119,289939,,,1066.0,
9405,,Saint Pierre and Miquelon,France,1.0,0.0,0.0,1.0,20210119,289939,,,1066.0,
9406,,Saskatchewan,Canada,285.0,3.0,0.0,0.0,20210119,289939,,,1066.0,
9407,,Shanghai,China,555.0,7.0,435.0,113.0,20210119,289939,,,1066.0,
9408,,Shanxi,China,168.0,0.0,134.0,34.0,20210119,289939,,,1066.0,
9409,,Sichuan,China,560.0,3.0,546.0,11.0,20210119,289939,,,1066.0,
9410,,Sint Maarten,Netherlands,50.0,8.0,3.0,39.0,20210119,289939,,,1066.0,
9411,,South Australia,Australia,428.0,3.0,179.0,246.0,20210119,289939,,,1066.0,
9412,,St Martin,France,32.0,2.0,11.0,19.0,20210119,289939,,,1066.0,
9413,,Tasmania,Australia,122.0,4.0,48.0,70.0,20210119,289939,,,1066.0,
